station_id,station_name,basin,country,latitude,longitude,date,year,month,day,day_of_year,rainfall_mm,river_level_m,soil_moisture_percent,temperature_celsius,flood_risk_score,flood_event_occurred,severity_level,season,monsoon_season,data_quality_score
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2012-05-17,2012,5,17,138,8.31,6.16,34.4,16.79,3.17,0,Moderate,Spring,0,0.99
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2007-06-23,2007,6,23,174,18.08,7.57,40.87,21.22,4.49,0,Moderate,Summer,1,0.959
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2002-09-27,2002,9,27,270,28.04,7.65,57.06,37.39,4.9,0,Moderate,Autumn,1,0.926
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2006-10-08,2006,10,8,281,37.06,7.06,51.19,36.37,4.82,0,Moderate,Autumn,1,0.932
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2017-09-17,2017,9,17,260,30.78,6.73,68.05,39.06,5.3,0,High,Autumn,1,0.934
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2020-02-08,2020,2,8,39,8.5,2.55,24.76,11.56,2.51,0,Low,Winter,0,0.9
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2000-01-12,2000,1,12,12,9.81,3.02,25.23,17.54,2.36,0,Low,Winter,0,0.939
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-05-20,2003,5,20,140,4.61,5.95,36.29,14.78,3.0,0,Moderate,Spring,0,0.889
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2011-10-05,2011,10,5,278,32.7,8.12,53.89,35.08,5.42,0,High,Autumn,1,0.915
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2007-07-29,2007,7,29,210,22.15,7.2,55.29,32.96,5.1,0,High,Summer,1,0.914
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2014-10-21,2014,10,21,294,32.13,8.44,55.17,32.69,5.94,0,High,Autumn,1,0.955
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2017-06-06,2017,6,6,157,19.64,9.67,48.49,18.28,4.33,0,Moderate,Summer,1,0.933
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2011-10-16,2011,10,16,289,36.83,8.36,61.51,31.06,6.06,0,High,Autumn,1,0.959
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2000-06-30,2000,6,30,182,17.9,6.97,46.45,23.35,4.47,0,Moderate,Summer,1,0.93
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2023-05-20,2023,5,20,140,2.57,4.34,30.85,13.56,2.4,0,Low,Spring,0,0.955
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-06-11,2012,6,11,163,21.77,7.44,47.49,19.62,4.61,0,Moderate,Summer,1,0.931
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2012-05-13,2012,5,13,134,17.85,7.65,39.53,16.36,4.18,0,Moderate,Spring,0,0.941
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2007-01-01,2007,1,1,1,5.16,2.76,23.94,19.68,2.26,0,Low,Winter,0,0.978
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2002-12-19,2002,12,19,353,4.48,2.68,22.98,20.44,1.53,0,Low,Winter,0,0.985
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2008-10-07,2008,10,7,281,31.75,6.65,53.23,38.96,4.79,0,Moderate,Autumn,1,0.933
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2013-05-14,2013,5,14,134,7.96,6.01,32.95,13.58,2.83,0,Low,Spring,0,0.948
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2003-11-30,2003,11,30,334,8.25,4.2,31.18,26.96,2.65,0,Low,Autumn,0,0.96
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2019-03-05,2019,3,5,64,6.96,3.2,17.82,8.58,2.1,0,Low,Spring,0,0.932
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-06-05,2021,6,5,156,20.13,8.41,48.93,19.9,5.07,0,High,Summer,1,0.898
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2010-05-13,2010,5,13,133,6.46,5.11,33.07,13.77,2.55,0,Low,Spring,0,0.947
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2012-09-17,2012,9,17,261,155.79,23.22,100.0,38.8,8.21,1,Extreme,Autumn,1,0.981
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-08-17,2015,8,17,229,28.94,7.54,63.4,34.6,5.22,0,High,Summer,1,0.987
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2009-03-15,2009,3,15,74,11.21,3.69,24.3,7.28,2.87,0,Low,Spring,0,0.971
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2018-07-30,2018,7,30,211,21.56,5.22,52.23,32.2,4.41,0,Moderate,Summer,1,0.982
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2022-04-05,2022,4,5,95,4.61,6.42,29.99,13.37,3.44,0,Moderate,Spring,0,0.975
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-08-10,2012,8,10,223,24.91,7.12,50.28,31.8,4.57,0,Moderate,Summer,1,0.911
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2015-06-13,2015,6,13,164,18.59,5.95,43.22,19.81,4.52,0,Moderate,Summer,1,0.911
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2011-02-07,2011,2,7,38,4.68,2.76,17.46,12.8,1.58,0,Low,Winter,0,0.895
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-05-08,2003,5,8,128,13.01,6.16,32.73,12.19,3.83,0,Moderate,Spring,0,0.932
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2013-03-17,2013,3,17,76,10.23,3.62,18.18,9.07,2.49,0,Low,Spring,0,0.962
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-04-03,2018,4,3,93,9.76,4.97,26.43,8.01,3.43,0,Moderate,Spring,0,0.945
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2017-12-01,2017,12,1,335,5.93,2.23,24.72,30.86,2.04,0,Low,Winter,0,0.918
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2022-01-22,2022,1,22,22,3.65,2.84,19.26,14.63,1.99,0,Low,Winter,0,0.888
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-01-03,2010,1,3,3,5.67,3.45,23.43,19.7,3.35,0,Moderate,Winter,0,0.919
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2009-09-23,2009,9,23,266,33.34,7.31,59.58,39.31,5.6,0,High,Autumn,1,0.894
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-01-15,2002,1,15,15,5.62,2.65,14.19,17.38,1.37,0,Low,Winter,0,0.931
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2000-11-18,2000,11,18,323,4.03,3.26,30.02,29.0,2.18,0,Low,Autumn,0,0.967
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-08-13,2015,8,13,225,24.81,5.4,49.62,33.38,4.01,0,Moderate,Summer,1,0.904
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2005-05-27,2005,5,27,147,10.04,5.81,25.81,20.22,3.19,0,Moderate,Spring,0,0.963
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2001-07-27,2001,7,27,208,22.25,6.55,50.68,33.26,4.66,0,Moderate,Summer,1,0.969
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2022-06-02,2022,6,2,153,19.09,6.77,43.14,15.54,4.76,0,Moderate,Summer,1,0.902
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2005-04-23,2005,4,23,113,8.02,5.57,26.53,12.45,3.4,0,Moderate,Spring,0,0.912
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2009-08-19,2009,8,19,231,26.96,7.43,56.87,34.76,4.28,0,Moderate,Summer,1,0.923
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-03-23,2015,3,23,82,12.0,3.23,22.32,9.0,2.85,0,Low,Spring,0,0.977
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2020-11-09,2020,11,9,314,8.03,3.0,34.81,30.48,3.15,0,Moderate,Autumn,0,0.951
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2019-09-21,2019,9,21,264,30.77,6.35,48.09,36.14,4.73,0,Moderate,Autumn,1,0.919
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2018-07-05,2018,7,5,186,22.21,4.97,52.13,26.52,4.69,0,Moderate,Summer,1,0.898
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-05-18,2003,5,18,138,4.21,6.07,27.63,14.8,2.84,0,Low,Spring,0,0.936
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-12-24,2008,12,24,359,7.65,3.28,20.98,21.96,2.72,0,Low,Winter,0,0.942
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2013-04-16,2013,4,16,106,5.94,5.52,26.58,10.35,2.51,0,Low,Spring,0,0.953
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2009-03-24,2009,3,24,83,3.26,2.36,22.0,7.59,2.63,0,Low,Spring,0,0.881
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-07-01,2018,7,1,182,21.69,5.48,44.62,25.22,4.36,0,Moderate,Summer,1,0.92
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2017-09-18,2017,9,18,261,33.47,8.9,61.23,37.35,5.9,0,High,Autumn,1,0.882
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2024-08-07,2024,8,7,220,27.43,7.83,57.51,35.35,5.53,0,High,Summer,1,0.907
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2022-04-18,2022,4,18,108,16.8,6.91,29.25,12.24,3.5,0,Moderate,Spring,0,0.904
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2004-01-04,2004,1,4,4,6.51,2.35,17.83,20.47,1.92,0,Low,Winter,0,0.986
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2004-08-16,2004,8,16,229,24.57,6.74,48.37,37.09,4.44,0,Moderate,Summer,1,0.966
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2011-03-29,2011,3,29,88,13.33,4.25,30.92,6.54,3.39,0,Moderate,Spring,0,0.883
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2018-02-20,2018,2,20,51,10.23,3.09,18.21,9.8,2.62,0,Low,Winter,0,0.983
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-07-16,2012,7,16,198,21.39,5.26,52.43,27.11,5.17,0,High,Summer,1,0.984
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-02-19,2013,2,19,50,8.34,3.43,18.26,10.28,1.92,0,Low,Winter,0,0.889
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2009-02-18,2009,2,18,49,5.07,2.09,13.83,13.66,1.91,0,Low,Winter,0,0.938
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-06-18,2015,6,18,169,17.76,7.77,40.78,21.35,4.04,0,Moderate,Summer,1,0.908
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2017-06-07,2017,6,7,158,23.35,7.07,43.86,19.3,5.07,0,High,Summer,1,0.939
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2000-09-16,2000,9,16,260,33.31,7.92,62.22,35.26,6.34,0,High,Autumn,1,0.946
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2006-09-25,2006,9,25,268,28.62,7.89,53.04,38.05,5.12,0,High,Autumn,1,0.882
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2004-01-20,2004,1,20,20,7.12,2.59,14.19,16.97,1.69,0,Low,Winter,0,0.964
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-02-17,2015,2,17,48,14.09,4.33,18.8,8.18,3.67,0,Moderate,Winter,0,0.923
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2020-09-01,2020,9,1,245,28.74,6.0,57.46,33.7,4.13,0,Moderate,Autumn,1,0.958
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-09-09,2021,9,9,252,31.25,7.82,59.3,34.97,5.82,0,High,Autumn,1,0.978
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2005-06-03,2005,6,3,154,17.29,7.38,40.6,16.67,4.32,0,Moderate,Summer,1,0.887
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2010-08-03,2010,8,3,215,27.96,7.48,48.81,33.23,5.62,0,High,Summer,1,0.905
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-12-14,2008,12,14,349,5.08,3.76,29.25,24.62,2.96,0,Low,Winter,0,0.958
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-03-09,2003,3,9,68,7.28,2.77,20.05,7.52,2.97,0,Low,Spring,0,0.924
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-04-30,2015,4,30,120,8.02,6.4,29.92,10.62,3.84,0,Moderate,Spring,0,0.899
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2022-10-16,2022,10,16,289,35.14,7.7,56.37,33.51,5.89,0,High,Autumn,1,0.987
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2017-03-03,2017,3,3,62,4.73,2.47,19.01,9.89,2.34,0,Low,Spring,0,0.929
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-05-14,2003,5,14,134,9.56,6.21,36.48,12.92,4.54,0,Moderate,Spring,0,0.98
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2014-11-04,2014,11,4,308,10.53,3.47,35.84,32.75,2.67,0,Low,Autumn,0,0.912
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2019-03-04,2019,3,4,63,8.04,3.5,26.52,10.5,2.65,0,Low,Spring,0,0.976
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2016-02-03,2016,2,3,34,5.78,2.12,15.12,9.27,2.3,0,Low,Winter,0,0.99
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2011-09-11,2011,9,11,254,28.92,7.91,56.84,36.53,5.26,0,High,Autumn,1,0.898
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2005-12-06,2005,12,6,340,11.39,4.44,29.33,26.0,3.19,0,Moderate,Winter,0,0.887
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2009-05-06,2009,5,6,126,2.98,3.71,22.57,15.38,2.16,0,Low,Spring,0,0.969
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-06-16,2008,6,16,168,17.54,7.58,47.51,23.05,5.45,0,High,Summer,1,0.915
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-02-20,2002,2,20,51,3.9,2.4,14.14,7.85,1.28,0,Low,Winter,0,0.922
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-02-03,2003,2,3,34,7.01,3.82,13.64,11.14,1.79,0,Low,Winter,0,0.92
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2001-05-12,2001,5,12,132,5.73,5.24,30.04,11.66,2.26,0,Low,Spring,0,0.945
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2019-04-12,2019,4,12,102,8.0,4.39,26.1,10.02,3.17,0,Moderate,Spring,0,0.972
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2023-02-24,2023,2,24,55,5.14,2.44,19.69,10.82,1.97,0,Low,Winter,0,0.906
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2011-02-25,2011,2,25,56,5.52,2.86,21.55,7.54,1.88,0,Low,Winter,0,0.897
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2008-08-09,2008,8,9,222,27.35,7.79,54.91,33.43,4.57,0,Moderate,Summer,1,0.937
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-11-17,2005,11,17,321,8.37,4.07,29.06,33.18,2.61,0,Low,Autumn,0,0.936
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2014-06-10,2014,6,10,161,18.62,7.84,48.78,17.88,4.34,0,Moderate,Summer,1,0.93
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2010-08-12,2010,8,12,224,30.2,8.28,63.38,32.66,5.49,0,High,Summer,1,0.934
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2023-04-30,2023,4,30,120,7.72,4.6,23.26,15.33,2.98,0,Low,Spring,0,0.899
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2014-10-06,2014,10,6,279,33.38,7.38,52.26,37.61,5.77,0,High,Autumn,1,0.908
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2011-07-25,2011,7,25,206,21.36,6.8,59.19,30.74,4.93,0,Moderate,Summer,1,0.961
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2003-10-24,2003,10,24,297,34.27,9.05,59.41,35.11,5.71,0,High,Autumn,1,0.919
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2000-01-28,2000,1,28,28,8.05,2.41,17.67,17.9,1.4,0,Low,Winter,0,0.962
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2018-06-08,2018,6,8,159,21.17,8.22,38.48,20.45,5.35,0,High,Summer,1,0.963
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2001-11-07,2001,11,7,311,9.1,3.76,30.07,32.62,1.94,0,Low,Autumn,0,0.918
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2023-11-05,2023,11,5,309,5.06,3.58,35.12,30.7,2.81,0,Low,Autumn,0,0.895
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-01-20,2024,1,20,20,3.4,2.58,16.67,15.65,1.63,0,Low,Winter,0,0.949
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-01-04,2019,1,4,4,2.96,3.38,21.62,20.64,1.85,0,Low,Winter,0,0.908
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2023-05-28,2023,5,28,148,3.16,6.19,28.65,19.29,2.84,0,Low,Spring,0,0.917
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-08-10,2015,8,10,222,26.28,7.41,59.34,31.61,4.92,0,Moderate,Summer,1,0.983
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2002-08-03,2002,8,3,215,26.34,7.74,53.64,33.43,5.09,0,High,Summer,1,0.906
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2014-10-01,2014,10,1,274,32.88,7.42,58.94,37.05,5.79,0,High,Autumn,1,0.913
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2008-04-13,2008,4,13,104,6.54,6.28,29.57,10.22,3.37,0,Moderate,Spring,0,0.913
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2021-09-20,2021,9,20,263,29.02,6.18,58.58,36.36,4.89,0,Moderate,Autumn,1,0.895
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2016-03-21,2016,3,21,81,7.17,3.34,22.71,9.77,2.19,0,Low,Spring,0,0.961
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-05-05,2008,5,5,126,3.78,4.52,28.64,13.5,3.18,0,Moderate,Spring,0,0.903
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-02-21,2020,2,21,52,12.61,4.11,27.56,10.57,3.38,0,Moderate,Winter,0,0.981
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2014-11-29,2014,11,29,333,2.94,2.96,26.95,27.96,2.19,0,Low,Autumn,0,0.955
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-05-07,2003,5,7,127,11.14,6.33,34.75,9.55,3.19,0,Moderate,Spring,0,0.982
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2004-12-11,2004,12,11,346,4.89,2.89,23.65,25.59,2.78,0,Low,Winter,0,0.905
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2005-10-13,2005,10,13,286,34.43,6.62,56.06,35.01,5.0,0,High,Autumn,1,0.977
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2023-06-09,2023,6,9,160,17.78,6.81,42.41,20.03,4.17,0,Moderate,Summer,1,0.976
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-01-22,2003,1,22,22,5.56,2.53,26.68,15.52,2.18,0,Low,Winter,0,0.942
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2011-01-30,2011,1,30,30,2.71,2.14,13.82,14.24,1.48,0,Low,Winter,0,0.948
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2011-03-07,2011,3,7,66,7.16,3.17,16.52,7.19,2.27,0,Low,Spring,0,0.942
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2005-11-20,2005,11,20,324,4.76,3.12,28.54,30.83,1.51,0,Low,Autumn,0,0.976
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2000-03-11,2000,3,11,71,4.96,2.52,14.17,6.99,1.26,0,Low,Spring,0,0.988
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2017-02-15,2017,2,15,46,5.72,3.38,17.9,14.25,2.05,0,Low,Winter,0,0.939
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2007-11-25,2007,11,25,329,3.84,3.53,33.08,29.66,2.28,0,Low,Autumn,0,0.975
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2021-05-08,2021,5,8,128,8.68,4.93,30.97,11.12,3.08,0,Moderate,Spring,0,0.927
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2023-06-10,2023,6,10,161,18.74,8.24,44.89,17.8,5.29,0,High,Summer,1,0.986
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2021-11-09,2021,11,9,313,4.95,3.89,33.83,32.23,2.88,0,Low,Autumn,0,0.976
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2011-07-16,2011,7,16,197,21.42,5.43,51.9,27.97,3.97,0,Moderate,Summer,1,0.966
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2004-10-23,2004,10,23,297,31.86,7.53,55.93,33.18,4.73,0,Moderate,Autumn,1,0.92
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2023-10-29,2023,10,29,302,36.02,9.36,59.06,36.01,6.27,0,High,Autumn,1,0.981
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-11-03,2008,11,3,308,12.04,4.71,43.03,29.54,3.15,0,Moderate,Autumn,0,0.915
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2006-07-09,2006,7,9,190,23.18,6.01,46.53,27.18,4.42,0,Moderate,Summer,1,0.949
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2021-09-30,2021,9,30,273,32.31,8.75,61.46,34.77,6.58,0,High,Autumn,1,0.929
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-04-23,2010,4,23,113,5.37,6.33,20.44,11.24,2.57,0,Low,Spring,0,0.955
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2018-09-04,2018,9,4,247,29.38,6.79,60.22,35.51,5.46,0,High,Autumn,1,0.898
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2017-12-04,2017,12,4,338,7.69,3.15,16.7,28.48,2.15,0,Low,Winter,0,0.881
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2018-10-06,2018,10,6,279,34.07,7.68,52.17,33.37,5.72,0,High,Autumn,1,0.944
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2021-11-23,2021,11,23,327,12.59,5.35,33.96,28.13,4.1,0,Moderate,Autumn,0,0.979
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-01-15,2016,1,15,15,6.09,3.13,21.29,16.95,2.49,0,Low,Winter,0,0.887
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2002-08-26,2002,8,26,238,27.43,6.45,61.81,34.39,4.7,0,Moderate,Summer,1,0.901
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2017-04-08,2017,4,8,98,4.92,3.81,25.65,6.92,1.67,0,Low,Spring,0,0.96
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2007-03-02,2007,3,2,61,7.46,2.87,25.29,6.09,2.21,0,Low,Spring,0,0.974
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2011-11-08,2011,11,8,312,7.22,2.67,23.57,32.28,2.79,0,Low,Autumn,0,0.968
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2013-09-08,2013,9,8,251,29.04,5.68,56.04,37.34,4.81,0,Moderate,Autumn,1,0.961
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2009-09-30,2009,9,30,273,32.14,8.62,58.2,38.14,6.26,0,High,Autumn,1,0.953
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-09-04,2021,9,4,247,29.44,7.48,50.56,34.58,5.22,0,High,Autumn,1,0.944
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2006-01-14,2006,1,14,14,4.77,2.67,18.14,17.8,1.58,0,Low,Winter,0,0.961
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2003-02-19,2003,2,19,50,12.9,3.1,23.04,9.88,2.85,0,Low,Winter,0,0.958
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2017-10-06,2017,10,6,279,37.46,7.56,50.01,36.07,6.36,0,High,Autumn,1,0.92
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2006-03-31,2006,3,31,90,7.32,3.12,24.0,6.36,2.04,0,Low,Spring,0,0.961
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2003-10-26,2003,10,26,299,32.18,7.34,53.55,34.57,5.37,0,High,Autumn,1,0.929
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2010-05-21,2010,5,21,141,4.67,4.0,26.86,14.65,2.65,0,Low,Spring,0,0.96
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2004-02-29,2004,2,29,60,6.46,3.02,14.67,9.82,1.39,0,Low,Winter,0,0.922
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2001-04-16,2001,4,16,106,6.66,6.73,29.89,10.27,3.63,0,Moderate,Spring,0,0.987
